"","loan_status","loan_amnt","int_rate","grade","emp_length","home_ownership","annual_inc","age"
"17281",0,14400,7.88,"A",1,"OWN",70000,32
"17282",0,12000,13.98,"C",3,"RENT",33504,22
"17283",0,3600,15.95,"D",0,"RENT",85000,31
"17284",0,6450,13.23,"C",5,"MORTGAGE",130000,34
"17285",0,10000,NA,"B",2,"OWN",69996,23
"17286",0,25000,10.75,"B",6,"MORTGAGE",85000,23
"17287",0,6000,13.23,"C",1,"MORTGAGE",112404,23
"17288",0,1800,14.84,"D",1,"RENT",4800,22
"17289",0,6000,7.51,"A",21,"MORTGAGE",35000,26
"17290",1,24250,13.98,"C",2,"RENT",60000,25
"17291",0,15000,15.21,"D",5,"MORTGAGE",60000,23
"17292",0,25000,11.49,"B",12,"MORTGAGE",118189,25
"17293",0,7000,13.61,"C",3,"MORTGAGE",65000,24
"17294",0,7750,11.86,"B",3,"RENT",29000,27
"17295",0,8400,16.32,"D",7,"RENT",42000,42
"17296",0,8650,11.49,"B",5,"RENT",69000,22
"17297",0,25000,10.38,"B",2,"RENT",65000,30
"17298",1,8500,11.49,"B",9,"RENT",50000,21
"17299",0,20000,10.75,"B",2,"MORTGAGE",109720,24
"17300",0,6000,13.98,"C",0,"RENT",35000,24
"17301",0,1550,15.21,"D",4,"RENT",34480,22
"17302",0,2000,14.35,"C",0,"RENT",24000,33
"17303",0,2800,11.86,"B",4,"RENT",50000,23
"17304",0,10000,7.88,"A",3,"RENT",96000,27
"17305",0,13750,10.75,"B",4,"MORTGAGE",70000,22
"17306",0,6125,13.23,"C",4,"RENT",40000,27
"17307",0,9000,NA,"C",2,"RENT",28200,33
"17308",0,12000,11.86,"B",1,"MORTGAGE",45000,34
"17309",0,13000,10.38,"B",2,"MORTGAGE",65000,22
"17310",0,21000,14.35,"C",2,"MORTGAGE",75000,30
"17311",0,16500,13.61,"C",5,"RENT",72000,36
"17312",0,20000,10.38,"B",0,"RENT",110000,40
"17313",0,18000,7.88,"A",NA,"OWN",36000,23
"17314",0,12000,13.23,"C",3,"RENT",55000,31
"17315",0,20000,10.75,"B",3,"RENT",101000,32
"17316",0,9000,10.38,"B",7,"RENT",31200,24
"17317",0,4000,19.41,"F",3,"RENT",20800,37
"17318",0,15000,11.86,"B",0,"RENT",72000,27
"17319",0,18000,11.86,"B",11,"MORTGAGE",72000,24
"17320",0,15000,10.75,"B",3,"MORTGAGE",65000,27
"17321",0,10000,14.72,"C",3,"OWN",80000,25
"17322",0,4500,7.88,"A",7,"OWN",19200,26
"17323",0,5000,17.19,"E",2,"RENT",88000,25
"17324",0,10000,7.51,"A",5,"RENT",36996,22
"17325",0,8000,NA,"A",2,"MORTGAGE",85000,24
"17326",0,15000,7.51,"A",32,"MORTGAGE",105600,23
"17327",0,3000,NA,"C",3,"RENT",20000,28
"17328",0,5500,NA,"B",5,"MORTGAGE",44000,33
"17329",0,8500,7.14,"A",21,"MORTGAGE",41500,24
"17330",0,1800,13.23,"C",0,"RENT",40000,26
"17331",0,3000,13.98,"C",3,"OWN",24000,24
"17332",0,13000,7.88,"A",9,"MORTGAGE",68000,22
"17333",0,2700,6.76,"A",4,"MORTGAGE",66000,22
"17334",0,12000,11.49,"B",3,"MORTGAGE",85500,24
"17335",0,8000,NA,"B",2,"RENT",150000,27
"17336",0,3000,NA,"C",0,"OWN",12000,25
"17337",0,4000,14.35,"C",4,"RENT",32004,44
"17338",0,12275,NA,"C",5,"MORTGAGE",57500,25
"17339",0,10000,7.51,"A",12,"MORTGAGE",50000,26
"17340",0,2000,NA,"A",4,"MORTGAGE",100000,30
"17341",0,4600,6.39,"A",3,"MORTGAGE",120000,26
"17342",0,15000,10.75,"B",11,"MORTGAGE",53664,23
"17343",0,2000,11.49,"B",2,"RENT",30000,27
"17344",0,3000,10.38,"B",5,"MORTGAGE",39600,30
"17345",0,5000,11.86,"B",4,"RENT",30000,25
"17346",0,4400,6.76,"A",0,"RENT",25000,24
"17347",0,1000,11.49,"B",5,"RENT",22800,30
"17348",0,9000,7.14,"A",13,"MORTGAGE",50000,24
"17349",0,12500,13.61,"C",0,"RENT",40500,31
"17350",0,5975,NA,"B",15,"MORTGAGE",72000,23
"17351",0,12000,7.88,"A",13,"RENT",100000,30
"17352",0,15000,NA,"C",3,"MORTGAGE",150000,24
"17353",0,4000,7.14,"A",5,"MORTGAGE",88000,41
"17354",0,8000,7.51,"A",11,"MORTGAGE",115000,27
"17355",0,25000,13.98,"C",7,"MORTGAGE",87500,21
"17356",1,2400,13.98,"C",3,"RENT",16800,24
"17357",1,24000,18.3,"F",1,"RENT",160000,26
"17358",0,14000,10.38,"B",3,"RENT",76254.38,32
"17359",0,3000,13.61,"C",0,"RENT",65004,23
"17360",0,6800,13.61,"C",6,"MORTGAGE",97000,24
"17361",0,10000,14.72,"C",7,"MORTGAGE",38400,24
"17362",0,1950,11.86,"B",6,"RENT",40000,42
"17363",0,5000,7.88,"A",4,"RENT",34000,23
"17364",1,9800,14.84,"D",40,"MORTGAGE",74500,23
"17365",0,7500,15.58,"D",2,"MORTGAGE",60000,23
"17366",0,2500,14.35,"C",21,"RENT",54996,22
"17367",0,21000,10.38,"B",14,"MORTGAGE",52400,42
"17368",0,9000,6.76,"A",8,"MORTGAGE",103200,26
"17369",0,5000,13.98,"C",0,"RENT",32000,41
"17370",0,3000,11.86,"B",3,"RENT",31200,22
"17371",1,12000,15.95,"D",3,"RENT",80000,27
"17372",0,15000,NA,"C",15,"RENT",70000,21
"17373",0,18000,7.88,"A",13,"MORTGAGE",76296,22
"17374",1,8000,7.88,"A",2,"MORTGAGE",43200,24
"17375",0,16000,11.49,"B",0,"RENT",36000,44
"17376",0,4500,7.14,"A",5,"RENT",54100,24
"17377",0,8400,NA,"D",7,"MORTGAGE",105924,29
"17378",0,24000,11.49,"B",7,"RENT",130000,24
"17379",0,4500,14.72,"C",0,"RENT",58000,27
"17380",0,4000,6.76,"A",21,"OWN",41004,25
"17381",0,1250,13.23,"C",4,"RENT",195000,32
"17382",0,15000,11.12,"B",9,"MORTGAGE",112000,28
"17383",0,12000,14.84,"D",3,"RENT",34500,22
"17384",0,4000,7.88,"A",2,"MORTGAGE",95000,23
"17385",1,20000,14.84,"D",4,"RENT",68400,24
"17386",1,2100,15.21,"D",0,"RENT",14400,33
"17387",0,3250,11.12,"B",0,"OWN",10000,29
"17388",1,24000,15.21,"D",5,"MORTGAGE",135000,26
"17389",0,4000,6.39,"A",21,"MORTGAGE",54000,34
"17390",0,12800,16.82,"E",1,"MORTGAGE",110000,29
"17391",0,8000,7.88,"A",4,"MORTGAGE",96000,22
"17392",0,6200,NA,"D",1,"RENT",52000,22
"17393",0,2200,15.95,"D",0,"RENT",27996,22
"17394",0,16500,14.72,"C",0,"RENT",71000,33
"17395",0,11300,13.61,"C",3,"RENT",60000,42
"17396",0,9600,7.51,"A",4,"MORTGAGE",60000,28
"17397",0,5600,10.75,"B",26,"MORTGAGE",120000,32
"17398",0,14400,14.35,"C",0,"OWN",40800,24
"17399",0,7500,7.14,"A",0,"RENT",21360,23
"17400",0,15000,7.51,"A",26,"OWN",43000,27
"17401",0,7000,7.14,"A",6,"RENT",37200,25
"17402",0,8000,7.14,"A",4,"MORTGAGE",77000,30
"17403",0,2400,13.61,"C",NA,"RENT",18000,22
"17404",0,11400,14.84,"D",1,"RENT",79000,24
"17405",0,5000,7.88,"A",5,"RENT",75000,28
"17406",0,3600,14.84,"D",1,"OWN",120000,28
"17407",0,12000,11.86,"B",7,"MORTGAGE",49713.04,25
"17408",0,8000,10.38,"B",5,"OWN",42000,39
"17409",1,7750,10.38,"B",5,"MORTGAGE",60000,23
"17410",0,10000,11.86,"B",4,"RENT",30000,22
"17411",0,9000,7.51,"A",1,"RENT",47000,25
"17412",0,10000,13.61,"C",0,"RENT",34000,21
"17413",0,1000,14.72,"C",4,"RENT",38400,45
"17414",0,4000,6.76,"A",0,"RENT",24000,31
"17415",0,2000,13.61,"C",0,"MORTGAGE",32000,31
"17416",0,6000,NA,"D",2,"OWN",51600,25
"17417",0,18000,16.32,"D",5,"RENT",200000,25
"17418",0,8000,11.49,"B",3,"RENT",71000,35
"17419",0,8000,NA,"C",8,"MORTGAGE",155000,32
"17420",0,20000,11.49,"B",7,"RENT",65000,23
"17421",0,4800,10.75,"B",2,"RENT",36000,37
"17422",0,4000,11.12,"B",6,"RENT",42000,32
"17423",0,6000,7.51,"A",6,"MORTGAGE",39000,25
"17424",0,9000,NA,"A",2,"RENT",62604,25
"17425",0,6000,14.84,"D",1,"RENT",33000,26
"17426",0,8000,10.38,"B",8,"RENT",88000,44
"17427",0,9250,10.75,"B",8,"RENT",25000,25
"17428",0,15000,11.86,"B",3,"RENT",67704,29
"17429",0,15000,16.32,"D",4,"MORTGAGE",72000,22
"17430",0,20000,16.82,"E",9,"MORTGAGE",93000,29
"17431",0,7000,11.86,"B",8,"RENT",24996,22
"17432",0,8000,14.84,"D",13,"MORTGAGE",95000,32
"17433",0,15000,11.12,"B",3,"MORTGAGE",201000,31
"17434",0,12000,13.23,"C",4,"RENT",83004,24
"17435",0,25000,15.21,"D",13,"RENT",69996,25
"17436",0,3050,10.38,"B",6,"RENT",15120,27
"17437",0,6375,7.51,"A",6,"MORTGAGE",45000,38
"17438",0,8000,7.88,"A",6,"RENT",38400,22
"17439",0,1200,15.21,"D",0,"MORTGAGE",24000,25
"17440",0,8000,14.72,"C",8,"RENT",60000,22
"17441",0,5000,11.49,"B",0,"RENT",30000,22
"17442",0,5000,7.14,"A",0,"RENT",60000,26
"17443",0,1400,11.49,"B",2,"RENT",14400,29
"17444",0,16000,11.12,"B",5,"RENT",100000,24
"17445",0,2650,13.23,"C",6,"MORTGAGE",86000,28
"17446",0,18000,16.32,"D",3,"RENT",60000,22
"17447",0,4000,13.23,"C",2,"RENT",45000,24
"17448",0,8000,13.61,"C",7,"RENT",30000,24
"17449",0,12000,10.38,"B",19,"MORTGAGE",42000,24
"17450",0,9250,15.21,"D",5,"MORTGAGE",75000,22
"17451",1,3250,6.39,"A",11,"MORTGAGE",36000,24
"17452",1,20000,NA,"C",3,"RENT",65000,26
"17453",0,6000,13.61,"C",6,"RENT",24996,21
"17454",0,6000,11.86,"B",2,"RENT",36000,23
"17455",0,10000,NA,"A",3,"MORTGAGE",72000,26
"17456",0,9000,13.61,"C",10,"RENT",244000,47
"17457",0,6000,11.12,"B",6,"RENT",31680,22
"17458",0,13000,14.35,"C",2,"MORTGAGE",65000,22
"17459",0,3000,15.58,"D",0,"OWN",35004,21
"17460",0,15000,17.19,"E",13,"RENT",72000,22
"17461",0,25000,10.38,"B",20,"RENT",74400,32
"17462",0,2400,NA,"C",0,"RENT",70000,26
"17463",0,25000,16.82,"E",15,"MORTGAGE",77000,35
"17464",0,3000,11.86,"B",17,"MORTGAGE",76300,25
"17465",0,5000,11.86,"B",3,"RENT",42000,31
"17466",0,8000,13.61,"C",3,"MORTGAGE",36000,24
"17467",0,1000,11.86,"B",5,"RENT",33600,25
"17468",0,10750,10.75,"B",5,"MORTGAGE",38196,28
"17469",0,3000,11.49,"B",31,"RENT",38052,32
"17470",0,25000,11.86,"B",4,"MORTGAGE",157500,26
"17471",0,13500,7.88,"A",3,"RENT",45312,23
"17472",0,24000,NA,"D",7,"MORTGAGE",98000,25
"17473",1,15000,15.58,"D",1,"RENT",65004,25
"17474",0,4000,13.61,"C",2,"RENT",36000,25
"17475",0,8000,13.61,"C",2,"MORTGAGE",136092,28
"17476",0,7500,NA,"A",5,"OWN",26004,21
"17477",0,10000,11.12,"B",2,"RENT",90000,32
"17478",0,3200,NA,"B",2,"RENT",12000,32
"17479",0,8000,14.35,"C",4,"RENT",48000,25
"17480",0,4400,11.49,"B",2,"MORTGAGE",26400,22
"17481",0,10000,NA,"B",9,"MORTGAGE",107220.57,29
"17482",0,2000,17.19,"E",1,"RENT",12996,30
"17483",0,4200,13.61,"C",6,"OWN",48000,35
"17484",0,10000,11.86,"B",2,"RENT",48000,25
"17485",0,6500,7.14,"A",9,"MORTGAGE",67260,26
"17486",0,4800,13.61,"C",3,"MORTGAGE",50000,25
"17487",0,7000,13.61,"C",2,"RENT",57996,48
"17488",0,12000,15.95,"D",1,"RENT",84996,22
"17489",0,2500,6.76,"A",17,"OWN",42000,29
"17490",0,10000,15.58,"D",3,"RENT",57600,23
"17491",0,9500,7.51,"A",15,"MORTGAGE",80004,40
"17492",0,5050,11.49,"B",1,"RENT",66000,25
"17493",0,6000,NA,"A",4,"MORTGAGE",102996,33
"17494",0,12000,11.49,"B",24,"RENT",56000,24
"17495",0,12000,7.88,"A",20,"RENT",32000,28
"17496",0,4900,14.72,"C",2,"RENT",42000,23
"17497",0,24250,13.23,"C",4,"RENT",148716,29
"17498",0,2000,13.98,"C",0,"OWN",33000,35
"17499",0,12000,15.95,"D",4,"MORTGAGE",72500,27
"17500",1,9000,11.86,"B",7,"RENT",33600,21
"17501",0,8500,15.21,"D",6,"MORTGAGE",90000,25
"17502",0,12000,10.75,"B",1,"RENT",95004,31
"17503",0,15000,17.56,"E",4,"RENT",45000,33
"17504",0,9000,17.56,"E",3,"RENT",52000,28
"17505",0,11500,11.86,"B",2,"RENT",70000,23
"17506",0,21250,15.95,"D",4,"RENT",65000,24
"17507",0,13000,NA,"C",3,"RENT",76000,23
"17508",1,2500,NA,"C",19,"MORTGAGE",67200,24
"17509",0,10000,10.38,"B",8,"MORTGAGE",44000,43
"17510",0,6500,13.61,"C",4,"MORTGAGE",53124,22
"17511",1,6000,13.98,"C",2,"MORTGAGE",60000,26
"17512",0,8700,7.88,"A",4,"RENT",65000,40
"17513",1,20000,NA,"B",3,"MORTGAGE",80400,28
"17514",0,17500,7.51,"A",8,"MORTGAGE",93000,26
"17515",0,6000,13.61,"C",6,"MORTGAGE",102000,26
"17516",0,10000,7.51,"A",3,"RENT",65520,26
"17517",0,4500,14.84,"D",2,"RENT",40068,24
"17518",0,20000,14.72,"C",3,"RENT",58000,30
"17519",0,9600,13.98,"C",6,"OWN",33600,21
"17520",0,5600,11.49,"B",3,"RENT",50000,23
"17521",0,7800,11.86,"B",4,"MORTGAGE",150000,32
"17522",1,12000,7.88,"A",3,"RENT",57000,24
"17523",0,3000,7.88,"A",3,"MORTGAGE",67500,24
"17524",0,8000,18.3,"F",0,"RENT",35000,23
"17525",0,5500,10.75,"B",9,"MORTGAGE",80004,31
"17526",1,3250,14.35,"C",22,"RENT",26400,30
"17527",0,4600,11.86,"B",2,"RENT",48000,28
"17528",0,5000,14.84,"D",0,"RENT",38352,26
"17529",0,15000,16.82,"E",5,"MORTGAGE",105000,23
"17530",0,6000,14.84,"D",0,"RENT",26880,29
"17531",1,4750,11.86,"B",13,"OWN",22440,26
"17532",0,6000,11.49,"B",14,"RENT",45000,23
"17533",0,15000,7.51,"A",2,"RENT",120000,25
"17534",1,6000,NA,"A",0,"RENT",50000,40
"17535",0,25000,11.86,"B",16,"MORTGAGE",40000,29
"17536",0,3200,14.84,"D",0,"OWN",17000,32
"17537",0,9000,11.86,"B",19,"MORTGAGE",73000,25
"17538",0,2000,11.12,"B",1,"OWN",60000,23
"17539",0,2500,10.38,"B",4,"MORTGAGE",85000,24
"17540",0,10000,16.32,"D",5,"MORTGAGE",91000,23
"17541",1,4800,13.23,"C",4,"RENT",38900,35
"17542",0,13000,13.23,"C",11,"MORTGAGE",81600,25
"17543",0,4000,11.12,"B",0,"MORTGAGE",58000,30
"17544",0,8000,11.86,"B",2,"RENT",91000,22
"17545",0,6250,10.38,"B",1,"RENT",23004,27
"17546",0,7500,11.86,"B",2,"RENT",40000,28
"17547",0,14400,10.75,"B",2,"RENT",31800,30
"17548",1,5000,11.86,"B",17,"MORTGAGE",78000,27
"17549",0,17500,17.19,"E",7,"RENT",54996,24
"17550",0,6000,14.84,"D",19,"RENT",86000,39
"17551",0,10000,13.61,"C",3,"MORTGAGE",65000,31
"17552",0,4000,6.76,"A",12,"MORTGAGE",53155,26
"17553",0,18000,10.38,"B",3,"MORTGAGE",142000,28
"17554",0,12000,7.51,"A",0,"MORTGAGE",46400,29
"17555",0,2500,7.14,"A",2,"RENT",37000,26
"17556",0,10400,11.86,"B",19,"RENT",80400,27
"17557",0,9000,11.86,"B",3,"RENT",65000,26
"17558",0,15000,7.88,"A",19,"MORTGAGE",78000,22
"17559",0,10400,14.84,"D",2,"RENT",38400,22
"17560",0,6000,7.88,"A",3,"RENT",59000,29
"17561",0,7500,NA,"A",4,"RENT",34000,29
"17562",0,25000,10.75,"B",7,"RENT",77000,30
"17563",1,4000,16.32,"D",20,"RENT",52392,25
"17564",0,17000,7.88,"A",20,"MORTGAGE",95680,28
"17565",0,10750,11.86,"B",7,"MORTGAGE",110000,28
"17566",0,9600,14.35,"C",17,"OWN",60000,29
"17567",0,9600,11.86,"B",2,"MORTGAGE",48000,22
"17568",0,12000,15.21,"D",9,"OWN",36000,22
"17569",0,8400,11.86,"B",2,"RENT",52800,27
"17570",0,9500,6.76,"A",5,"RENT",46500,25
"17571",0,10000,11.86,"B",0,"OWN",40000,26
"17572",0,14400,13.61,"C",5,"MORTGAGE",73000,26
"17573",0,10000,15.95,"D",3,"RENT",60000,40
"17574",0,8500,7.51,"A",5,"RENT",64777.55,38
"17575",0,14000,7.51,"A",5,"MORTGAGE",60000,24
"17576",0,8000,7.14,"A",24,"MORTGAGE",80400,29
"17577",0,15000,7.88,"A",5,"MORTGAGE",106000,31
"17578",0,5500,11.12,"B",9,"MORTGAGE",36396,22
"17579",0,9000,13.98,"C",3,"RENT",27600,23
"17580",1,2000,15.58,"D",2,"RENT",14400,26
"17581",0,25000,11.49,"B",13,"RENT",130000,23
"17582",1,7400,17.56,"E",3,"MORTGAGE",35004,21
"17583",0,1800,10.75,"B",5,"RENT",80000,33
"17584",0,10000,7.51,"A",4,"RENT",45000,22
"17585",0,12000,11.86,"B",11,"MORTGAGE",172000,25
"17586",0,4000,10.75,"B",2,"RENT",29120,27
"17587",0,20000,7.88,"A",14,"MORTGAGE",110000,25
"17588",0,5000,11.86,"B",0,"RENT",30000,23
"17589",0,10000,15.95,"D",5,"RENT",44000,22
"17590",0,3600,7.88,"A",6,"MORTGAGE",81204,32
"17591",1,4800,15.58,"D",4,"RENT",63996,31
"17592",0,2000,NA,"A",3,"MORTGAGE",43000,22
"17593",0,5000,14.35,"C",0,"RENT",31000,35
"17594",0,6400,11.49,"B",2,"RENT",31200,39
"17595",0,4200,15.58,"D",2,"RENT",66996,23
"17596",0,10000,13.98,"C",7,"RENT",43080,27
"17597",0,10000,NA,"B",3,"RENT",35364,21
"17598",0,10000,14.35,"C",4,"RENT",30000,22
"17599",0,7200,14.84,"D",5,"RENT",41316,34
"17600",0,2800,11.86,"B",2,"RENT",50000,34
"17601",0,4600,NA,"A",6,"RENT",28416,21
"17602",0,6500,11.86,"B",7,"RENT",63211,22
"17603",0,5000,14.35,"C",8,"MORTGAGE",85000,23
"17604",0,6600,NA,"A",3,"RENT",52000,24
"17605",0,2400,11.86,"B",6,"MORTGAGE",49032,22
"17606",0,18000,14.72,"C",19,"MORTGAGE",95111,25
"17607",0,20000,10.75,"B",8,"MORTGAGE",109000,26
"17608",0,25000,19.41,"F",8,"RENT",97000,37
"17609",0,1400,14.84,"D",8,"MORTGAGE",36000,22
"17610",0,21000,10.38,"B",3,"MORTGAGE",135000,24
"17611",0,15500,7.88,"A",15,"RENT",71760,22
"17612",0,5900,11.12,"B",13,"OWN",60000,22
"17613",0,16000,10.38,"B",1,"MORTGAGE",50000,30
"17614",0,6000,14.84,"D",2,"RENT",32004,24
"17615",0,25000,NA,"B",0,"RENT",145000,36
"17616",0,14400,NA,"B",1,"OWN",41604,22
"17617",0,5125,14.84,"D",2,"MORTGAGE",189000,27
"17618",0,13750,15.21,"D",1,"OWN",38000,31
"17619",0,10000,7.88,"A",5,"RENT",60000,29
"17620",0,6000,11.12,"B",0,"MORTGAGE",33600,29
"17621",0,4000,11.12,"B",0,"RENT",19820,35
"17622",0,9600,7.51,"A",13,"MORTGAGE",66800,27
"17623",0,9600,7.88,"A",3,"RENT",34000,25
"17624",0,1500,11.12,"B",NA,"MORTGAGE",21408,40
"17625",1,2800,15.21,"D",18,"RENT",80000,23
"17626",0,14500,10.75,"B",3,"MORTGAGE",80000,27
"17627",0,1500,19.41,"F",6,"RENT",33600,26
"17628",0,5500,14.72,"C",NA,"RENT",21600,32
"17629",0,3250,15.21,"D",4,"MORTGAGE",27996,22
"17630",1,7000,11.49,"B",1,"RENT",62400,30
"17631",0,15000,14.35,"C",4,"MORTGAGE",66000,25
"17632",0,15000,NA,"B",19,"MORTGAGE",91000,34
"17633",0,15000,13.61,"C",6,"OWN",36960,28
"17634",0,2000,14.72,"C",18,"RENT",34000,29
"17635",0,7000,13.98,"C",NA,"OWN",30000,22
"17636",0,6400,7.88,"A",12,"MORTGAGE",42000,33
"17637",0,8000,11.49,"B",0,"MORTGAGE",85000,58
"17638",0,8000,11.12,"B",25,"MORTGAGE",109200,28
"17639",0,9000,13.61,"C",0,"RENT",60000,23
"17640",0,25000,15.21,"D",3,"RENT",93600,23
"17641",0,4000,11.12,"B",3,"RENT",73000,36
"17642",0,2000,13.23,"C",5,"RENT",42000,41
"17643",0,6000,6.76,"A",34,"RENT",37000,24
"17644",0,8700,7.88,"A",4,"RENT",45000,29
"17645",0,2525,NA,"C",4,"RENT",57500,24
"17646",0,5000,11.86,"B",6,"MORTGAGE",99600,32
"17647",0,14000,13.23,"C",4,"MORTGAGE",64000,22
"17648",0,4500,6.39,"A",14,"MORTGAGE",85100,25
"17649",0,25000,15.58,"D",0,"MORTGAGE",78000,23
"17650",0,8000,7.51,"A",9,"MORTGAGE",120000,32
"17651",1,24000,16.45,"E",3,"RENT",68250,22
"17652",0,4000,13.98,"C",4,"RENT",107000,32
"17653",0,4000,NA,"A",5,"MORTGAGE",50000,25
"17654",0,10000,7.51,"A",11,"MORTGAGE",59004,36
"17655",0,8500,7.88,"A",3,"RENT",62500,25
"17656",0,7200,14.35,"C",24,"MORTGAGE",108000,33
"17657",0,25000,16.32,"D",21,"RENT",170000,27
"17658",0,10000,11.86,"B",23,"RENT",24000,36
"17659",0,3600,13.61,"C",1,"RENT",14500,29
"17660",0,17000,7.88,"A",6,"RENT",48000,35
"17661",0,25000,15.95,"D",10,"OWN",83000,22
"17662",1,11000,13.98,"C",NA,"OWN",34000,38
"17663",0,1500,11.49,"B",3,"OWN",50000,23
"17664",0,16000,7.88,"A",2,"MORTGAGE",90996,24
"17665",0,12000,10.75,"B",2,"RENT",38500,28
"17666",0,6000,10.75,"B",4,"RENT",54996,22
"17667",0,7500,11.49,"B",1,"RENT",68000,23
"17668",1,12000,10.38,"B",3,"OWN",56600,23
"17669",0,15750,10.75,"B",6,"MORTGAGE",168000,23
"17670",0,6000,7.88,"A",5,"RENT",40000,25
"17671",0,8000,13.61,"C",2,"MORTGAGE",50000,23
"17672",0,2000,6.76,"A",3,"RENT",48255,22
"17673",0,8000,13.61,"C",12,"RENT",96500,26
"17674",0,1500,13.61,"C",2,"RENT",74600,45
"17675",0,25000,18.3,"F",21,"RENT",84500,22
"17676",0,2100,6.76,"A",1,"RENT",52800,22
"17677",0,20000,NA,"A",0,"MORTGAGE",110000,21
"17678",0,7800,15.21,"D",8,"RENT",60000,22
"17679",0,10000,10.38,"B",4,"MORTGAGE",31000,25
"17680",0,8500,7.51,"A",5,"MORTGAGE",66000,22
"17681",0,15000,7.51,"A",5,"MORTGAGE",96000,24
"17682",0,8400,7.51,"A",24,"MORTGAGE",55704,28
"17683",0,2100,14.72,"C",1,"RENT",34800,38
"17684",0,8000,10.38,"B",16,"MORTGAGE",80100,44
"17685",0,10000,NA,"C",5,"RENT",50000,38
"17686",0,8000,13.98,"C",1,"RENT",50000,27
"17687",0,7000,NA,"A",3,"MORTGAGE",60000,25
"17688",0,2500,13.98,"C",4,"RENT",54000,25
"17689",0,11000,7.88,"A",2,"OWN",35000,21
"17690",0,1700,10.75,"B",4,"MORTGAGE",90000,24
"17691",0,4500,6.76,"A",4,"MORTGAGE",96000,29
"17692",0,5000,10.38,"B",5,"MORTGAGE",47000,31
"17693",0,5000,13.61,"C",7,"RENT",50000,27
"17694",0,6000,11.86,"B",5,"MORTGAGE",48600,23
"17695",0,7200,NA,"D",8,"MORTGAGE",50004,22
"17696",0,4000,6.76,"A",6,"MORTGAGE",36000,26
"17697",0,5500,NA,"B",1,"RENT",33280,25
"17698",0,15000,7.88,"A",5,"OWN",91000,22
"17699",0,19000,NA,"B",5,"RENT",52000,25
"17700",0,8000,15.95,"D",2,"MORTGAGE",48000,40
"17701",0,17475,7.51,"A",0,"RENT",58000,22
"17702",0,13500,7.51,"A",13,"MORTGAGE",60000,29
"17703",0,18000,14.35,"C",6,"RENT",50000,43
"17704",0,11875,10.38,"B",17,"MORTGAGE",72000,23
"17705",0,12000,7.88,"A",32,"MORTGAGE",140000,31
"17706",0,15000,11.86,"B",9,"MORTGAGE",72000,39
"17707",0,19000,15.21,"D",1,"RENT",42432,30
"17708",0,5500,11.49,"B",2,"RENT",72996,24
"17709",0,6000,11.86,"B",1,"RENT",72000,25
"17710",0,5000,6.76,"A",9,"RENT",46800,25
"17711",0,6000,7.51,"A",4,"RENT",30000,21
"17712",0,7500,14.84,"D",10,"OWN",44000,28
"17713",0,10000,7.88,"A",8,"MORTGAGE",120000,23
"17714",0,8000,NA,"D",11,"RENT",125000,35
"17715",0,10000,7.51,"A",8,"OWN",115000,24
"17716",0,8200,7.88,"A",2,"RENT",42996,33
"17717",0,4600,NA,"D",3,"RENT",46500,23
"17718",0,25000,16.32,"D",5,"RENT",72000,30
"17719",0,4800,15.58,"D",13,"MORTGAGE",87000,41
"17720",0,7000,13.61,"C",7,"MORTGAGE",60000,22
"17721",0,10000,7.14,"A",2,"MORTGAGE",48000,34
"17722",0,6000,13.23,"C",4,"OWN",21996,23
"17723",0,25000,11.49,"B",18,"MORTGAGE",125000,25
"17724",0,1800,11.12,"B",35,"RENT",71004,22
"17725",0,11200,11.12,"B",3,"RENT",35000,31
"17726",0,10000,10.75,"B",15,"MORTGAGE",70000,30
"17727",0,12000,14.84,"D",5,"RENT",45806.16,26
"17728",0,17000,10.38,"B",3,"RENT",51000,38
"17729",1,25000,11.86,"B",NA,"MORTGAGE",72000,37
"17730",0,14000,7.88,"A",16,"MORTGAGE",49000,26
"17731",0,3800,14.84,"D",3,"RENT",30004,25
"17732",0,4800,10.38,"B",3,"RENT",56928,23
"17733",0,3000,6.39,"A",7,"OWN",186000,37
"17734",0,8000,NA,"A",14,"MORTGAGE",42348,25
"17735",0,24250,11.12,"B",12,"MORTGAGE",92004,23
"17736",0,21600,13.61,"C",3,"RENT",82000,22
"17737",0,2400,13.61,"C",6,"MORTGAGE",60000,24
"17738",0,15000,11.12,"B",7,"MORTGAGE",92000,53
"17739",0,25000,11.12,"B",24,"OWN",204000,32
"17740",0,25000,13.23,"C",9,"MORTGAGE",100000,29
"17741",0,9275,14.72,"C",2,"RENT",58000,36
"17742",0,12000,NA,"B",0,"RENT",39996,26
"17743",0,9000,7.88,"A",4,"MORTGAGE",52500,25
"17744",0,6000,15.58,"D",9,"RENT",39600,25
"17745",0,1000,11.49,"B",0,"RENT",27600,36
"17746",0,10000,NA,"B",0,"MORTGAGE",70000,37
"17747",0,6000,14.72,"C",15,"RENT",36000,25
"17748",0,5000,11.49,"B",3,"RENT",41000,29
"17749",0,12000,7.88,"A",13,"RENT",55500,29
"17750",0,2000,10.75,"B",0,"RENT",30000,29
"17751",0,25000,15.95,"D",0,"RENT",160000,30
"17752",0,7200,7.88,"A",22,"MORTGAGE",40200,21
"17753",0,25000,11.86,"B",9,"RENT",53196,32
