Transaction ID,Date,Time,City,State,Postal Code,Location,Service Total,Extras Total,Final Amount,Frequency,Discount Code,Discount from Code,Discount from Frequency,Discount from Referral,Giftcard Amount Used,Date Created,Created By,Next Booking Date,Services,Booking ID,Customer ID,Date Cancelled,Cancelled By,Cancellation Fees,Booking Status
ch_1F5abr2Iw89207WNKjrUIxBZ,08/08/2019,9:00am,Seattle,WA,78121,NW Maids,179.00,150.00,279.65,Every two weeks 15% off -Most Popular-,,0.00,49.35,0.00,0.00,07/15/2019 12:57pm,Support Staff (Admin),,"2 Bedrooms, 3 x Bathroom, move-in/out (deep cleaning + fridge + oven + windows + cabinets)",10020,1805,,,,complete
ch_1F4rew2Iw89207WNvCtJyVpj,08/08/2019,9:00am,Seattle,WA,98101,downtown seattle,119.00,0.00,111.15,Every two weeks 15% off -Most Popular-,,0.00,17.85,0.00,0.00,07/16/2019 9:04am,Support Staff (Admin),08/22/2019 9:00am,"1 Bedroom, 1 x Bathroom",10030,2083,,,,complete
ch_1F4rex2Iw89207WN59VshVSP,08/08/2019,9:00am,Seattle,WA,98178,South,159.00,0.00,159.00,One Time Cleaning,,0.00,0.00,0.00,0.00,08/05/2019 3:28pm,Ana Morris (Customer),08/26/2019 9:00am,"3 Bedrooms, 1 x Bathroom",10331,2128,,,,complete
ch_1F4rey2Iw89207WN1j9f8wij,08/08/2019,12:00pm,Seattle,WA,98133,NW Maids,179.00,0.00,161.10,Monthly 10% off,,0.00,17.90,0.00,0.00,06/13/2019 10:49am,Support Staff (Admin),09/19/2019 12:00pm,"3 Bedrooms, 2 x Bathroom",9646,1881,,,,complete
ch_1F4rez2Iw89207WNLAPJqmuz,08/08/2019,12:00pm,Seattle,WA,98121,downtown seattle,159.00,0.00,135.15,Every two weeks 15% off -Most Popular-,,0.00,23.85,0.00,0.00,06/26/2019 11:35am,Support Staff (Admin),08/21/2019 12:00pm,"2 Bedrooms, 2 x Bathroom",9846,2059,,,,complete
ch_1F4rf02Iw89207WNKXLb1uNe,08/08/2019,12:00pm,Seattle,WA,98103,NW Maids,119.00,60.00,179.00,One Time Cleaning,,0.00,0.00,0.00,0.00,08/05/2019 9:17pm,David Gelfand (Customer),12/11/2019 12:00pm,"1 Bedroom, 1 x Bathroom, deep cleaning",10332,374,,,,complete
ch_1F4rf12Iw89207WN61MKpw0G,08/08/2019,3:00pm,Lynnwood,WA,98087,North,229.00,0.00,206.10,Monthly 10% off,,0.00,22.90,0.00,0.00,06/26/2019 11:25am,Support Staff (Admin),09/28/2019 3:00pm,"4 Bedrooms, 3 x Bathroom",9829,1303,,,,complete
ch_1F4rf32Iw89207WNhSHQ8S42,08/08/2019,3:00pm,Bellevue,WA,98007,east side,119.00,0.00,107.10,Monthly 10% off,,0.00,11.90,0.00,0.00,08/05/2019 3:22pm,Ilya Ornatov (Admin),09/05/2019 3:00pm,"1 Bedroom, 1 x Bathroom",10330,1799,,,,complete
ch_1F5EGj2Iw89207WNEUTjWlHZ,08/09/2019,9:00am,Seattle,WA,98144,South,179.00,0.00,152.15,Every two weeks 15% off -Most Popular-,,0.00,26.85,0.00,0.00,06/26/2019 11:43am,Support Staff (Admin),08/23/2019 9:00am,"2 Bedrooms, 3 x Bathroom",9862,1410,,,,complete
ch_1F5EGk2Iw89207WNJcYKqujI,08/09/2019,9:00am,SEATTLE,WA,98119,NW Maids,119.00,0.00,121.15,Every two weeks 15% off -Most Popular-,,0.00,17.85,0.00,0.00,06/26/2019 11:43am,Support Staff (Admin),08/23/2019 9:00am,"1 Bedroom, 1 x Bathroom",9863,870,,,,complete
ch_1F5EGm2Iw89207WNgjR6HGxJ,08/09/2019,9:00am,Seattle,WA,98109,NW Maids,119.00,0.00,107.10,Every three weeks 10% off,,0.00,11.90,0.00,0.00,07/15/2019 9:36am,Shannon Driscoll (Customer),,"1 Bedroom, 1 x Bathroom",10016,1113,,,,complete
ch_1F5EGn2Iw89207WNru8w5h2W,08/09/2019,9:00am,Seattle,WA,98101,downtown seattle,119.00,0.00,101.15,Every two weeks 15% off -Most Popular-,,0.00,17.85,0.00,0.00,07/18/2019 11:10am,Support Staff (Admin),08/23/2019 9:00am,"1 Bedroom, 1 x Bathroom",10070,2075,,,,complete
ch_1F5EGo2Iw89207WN0GW6VNJT,08/09/2019,9:00am,Seattle,WA,98116,South,139.00,0.00,102.60,Every three weeks 10% off,custom25,25.00,11.40,0.00,0.00,08/02/2019 1:37pm,Eric Larsen (Customer),,"2 Bedrooms, 1 x Bathroom",10303,2161,,,,complete
ch_1F5EGq2Iw89207WNT444yxxj,08/09/2019,9:00am,Seattle,WA,98109,downtown seattle,119.00,0.00,95.20,Weekly Cleaning 20% off,,0.00,23.80,0.00,0.00,08/03/2019 12:22am,,08/16/2019 9:00am,"1 Bedroom, 1 x Bathroom",10307,1818,,,,complete
ch_1F5EGr2Iw89207WNjus9TtBC,08/09/2019,12:00pm,Seattle,WA,98117,NW Maids,179.00,0.00,161.10,Monthly 10% off,,0.00,17.90,0.00,0.00,06/11/2019 12:24pm,Support Staff (Admin),08/29/2019 12:00pm,"3 Bedrooms, 2 x Bathroom",9588,209,,,,complete
ch_1F5EGs2Iw89207WNzKJZFPqT,08/09/2019,12:00pm,Seattle,WA,98117,NW Maids,179.00,0.00,122.15,Every two weeks 15% off -Most Popular-,,0.00,26.85,0.00,0.00,06/25/2019 12:28pm,Support Staff (Admin),08/23/2019 12:00pm,"3 Bedrooms, 2 x Bathroom",9814,775,,,,complete
ch_1F5EGu2Iw89207WNcd1rMQ8w,08/09/2019,12:00pm,Seattle,WA,98103,NW Maids,179.00,60.00,203.15,Every two weeks 15% off -Most Popular-,,0.00,35.85,0.00,0.00,06/26/2019 11:45am,Support Staff (Admin),08/23/2019 12:00pm,"3 Bedrooms, 2 x Bathroom, deep cleaning",9866,1819,,,,complete
ch_1F5EGv2Iw89207WNVqvDmAn2,08/09/2019,12:00pm,Seattle,WA,98122,NW Maids,159.00,0.00,143.10,Every three weeks 10% off,,0.00,15.90,0.00,0.00,07/20/2019 12:22am,,08/29/2019 3:00pm,"2 Bedrooms, 2 x Bathroom",10126,666,,,,complete
ch_1F5EGw2Iw89207WNLHajlEF0,08/09/2019,12:00pm,Bellevue,WA,98004,east side,119.00,0.00,94.00,Every two weeks 15% off -Most Popular-,ONLINE25,25.00,0.00,0.00,0.00,08/05/2019 10:36am,Joseph Childrey (Customer),,"1 Bedroom, 1 x Bathroom",10326,2168,,,,complete
ch_1F5GEZ2Iw89207WNSt1DAww2,08/09/2019,12:00pm,Seattle,WA,98108,South,119.00,60.00,138.60,Monthly 10% off,custom25,25.00,15.40,0.00,0.00,08/08/2019 11:12am,SYED rizvi (Customer),,"1 Bedroom, 1 x Bathroom, deep cleaning",10358,2177,,,,complete
ch_1F5EGx2Iw89207WNBLUlFhQn,08/09/2019,3:00pm,seattle,WA,98109,NW Maids,119.00,0.00,107.10,Monthly 10% off,,0.00,11.90,0.00,0.00,06/13/2019 5:01pm,Support Staff (Admin),09/06/2019 3:00pm,"1 Bedroom, 1 x Bathroom",9664,650,,,,complete
ch_1F5EH02Iw89207WN2TPOMueT,08/09/2019,3:00pm,Seattle,WA,98112,NW Maids,159.00,0.00,143.10,Monthly 10% off,,0.00,15.90,0.00,0.00,07/09/2019 9:27am,Support Staff (Admin),09/06/2019 3:00pm,"2 Bedrooms, 2 x Bathroom",9974,2106,,,,complete
ch_1F5EH12Iw89207WN3PrLvGG1,08/09/2019,3:00pm,Seattle,WA,98115,NW Maids,119.00,0.00,119.00,One Time Cleaning,,0.00,0.00,0.00,0.00,08/05/2019 8:42am,Boni Ramey (Customer),,"1 Bedroom, 1 x Bathroom",10320,2167,,,,complete
ch_1F5EH22Iw89207WN16aT6thP,08/09/2019,3:00pm,Seattle,WA,98101,downtown seattle,100.00,0.00,75.00,One Time Cleaning,ONLINE25,25.00,0.00,0.00,0.00,08/06/2019 2:22pm,Ilya Ornatov (Admin),,Hourly (1 Maid x 2.00 Hours),10341,2171,,,,complete
ch_1F5acm2Iw89207WNRic0b4HY,08/10/2019,9:00am,Seattle,WA,98118,South,179.00,0.00,161.10,Monthly 10% off,,0.00,17.90,0.00,0.00,06/13/2019 5:06pm,Support Staff (Admin),09/07/2019 12:00pm,"3 Bedrooms, 2 x Bathroom",9671,1830,,,,complete
ch_1F5act2Iw89207WNv42h4eCm,08/10/2019,9:00am,Seattle,WA,98122,NW Maids,159.00,330.00,464.00,One Time Cleaning,ONLINE25,25.00,0.00,0.00,0.00,08/07/2019 11:13am,Kevin Montgomery (Customer),,"2 Bedrooms, 2 x Bathroom, deep cleaning, 1 x inside the fridge, 1 x inside the oven, inside windows, inside cabinets (empty), move-in/out (deep cleaning + fridge + oven + windows + cabinets)",10351,2174,,,,complete
ch_1F5acx2Iw89207WN0A5iiLft,08/10/2019,9:00am,BELLEVUE,WA,98004,east side,159.00,0.00,134.00,One Time Cleaning,Online25,25.00,0.00,0.00,0.00,08/07/2019 6:16pm,NAVEEN GUPTA (Customer),,"2 Bedrooms, 2 x Bathroom",10353,2175,,,,complete
ch_1F5ad42Iw89207WNf3HOifNZ,08/10/2019,12:00pm,Seattle,WA,98117,NW Maids,249.00,0.00,189.10,Monthly 10% off,4762-5EA8-8FE4,0.00,24.90,0.00,35.00,08/02/2019 12:28am,,09/06/2019 3:00pm,"4 Bedrooms, 4 x Bathroom",10292,1972,,,,complete
ch_1F5ad82Iw89207WNcStWazSm,08/10/2019,12:00pm,Seattle,WA,98121,downtown seattle,179.00,0.00,123.20,Weekly Cleaning 20% off,custom25,25.00,30.80,0.00,0.00,08/02/2019 11:37am,Hana Lee (Customer),12/10/2019 3:00pm,"2 Bedrooms, 3 x Bathroom",10300,2159,,,,complete
ch_1F5adH2Iw89207WNanYsCgnR,08/10/2019,3:00pm,seattle,WA,98117,NW Maids,139.00,60.00,144.15,Every two weeks 15% off -Most Popular-,417BEA0A048DE51A,0.00,29.85,25.00,0.00,07/24/2019 4:40pm,Jessica Cutler (Customer),08/24/2019 3:00pm,"2 Bedrooms, 1 x Bathroom, deep cleaning",10226,2140,,,,complete
ch_1F5adM2Iw89207WNFulElLzq,08/10/2019,3:00pm,Bothell,WA,98021,North,179.00,60.00,214.00,One Time Cleaning,THE-YOUTUBE-AD-WITH-THE-HOUSE,25.00,0.00,0.00,0.00,08/02/2019 8:48am,Jake Osterman (Customer),01/25/2020 9:00am,"2 Bedrooms, 3 x Bathroom, deep cleaning",10293,2158,,,,complete
ch_1F5adQ2Iw89207WNU0gSIiCN,08/10/2019,3:00pm,Seattle,WA,98109,NW Maids,179.00,0.00,154.00,One Time Cleaning,3F87-4AC5-3A6A,0.00,0.00,0.00,25.00,08/05/2019 11:40am,William Rivitz (Customer),10/14/2019 3:00pm,"3 Bedrooms, 2 x Bathroom",10328,2039,,,,complete
ch_1F6Je72Iw89207WNn4jvRcGY,08/12/2019,9:00am,seattle,WA,98136,South,159.00,0.00,143.10,Monthly 10% off,,0.00,15.90,0.00,0.00,06/27/2019 9:31am,Support Staff (Admin),09/09/2019 9:00am,"2 Bedrooms, 2 x Bathroom",9882,1802,,,,complete
ch_1F6Je92Iw89207WN6Xnb6SD7,08/12/2019,9:00am,Mercer Island,WA,98040,east side,309.00,0.00,278.10,Monthly 10% off,,0.00,30.90,0.00,0.00,07/04/2019 12:27am,,09/20/2019 3:00pm,"5 Bedrooms, 5 x Bathroom",9947,651,,,,complete
ch_1F6JeA2Iw89207WNqdCtQF6V,08/12/2019,9:00am,Seattle,WA,98101,downtown seattle,119.00,0.00,95.20,Weekly Cleaning 20% off,,0.00,23.80,0.00,0.00,07/23/2019 11:46am,Support Staff (Admin),08/19/2019 9:00am,"1 Bedroom, 1 x Bathroom",10157,2126,,,,complete
ch_1F6JeB2Iw89207WNvHjQFy3y,08/12/2019,9:00am,Seattle,WA,98117,NW Maids,289.00,170.00,459.00,One Time Cleaning,,0.00,0.00,0.00,0.00,07/30/2019 4:33pm,DMITRIY STAROVEROV (Customer),08/13/2019 1:00pm,"5 Bedrooms, 4 x Bathroom, move-in/out (deep cleaning + fridge + oven + windows + cabinets)",10275,1613,,,,complete
ch_1F6JeC2Iw89207WNR4EqiL5Z,08/12/2019,12:00pm,Seattle,WA,98177,North,159.00,0.00,135.15,Every two weeks 15% off -Most Popular-,,0.00,23.85,0.00,0.00,07/01/2019 11:51am,Support Staff (Admin),09/04/2019 12:00pm,"3 Bedrooms, 1 x Bathroom",9909,2041,,,,complete
ch_1F6JeE2Iw89207WNpZo2PdeM,08/12/2019,12:00pm,Seattl,WA,98107,NW Maids,139.00,150.00,264.00,One Time Cleaning,AB60-5F9E-4115,0.00,0.00,0.00,25.00,08/06/2019 9:28am,Stephanie Hammond (Customer),08/13/2019 3:00pm,"2 Bedrooms, 1 x Bathroom, move-in/out (deep cleaning + fridge + oven + windows + cabinets)",10339,2170,,,,complete
ch_1F7lf22Iw89207WNcP49XtPH,08/12/2019,3:00pm,Seattle,WA,98177,North,159.00,100.00,263.10,Monthly 10% off,,0.00,25.90,0.00,0.00,06/19/2019 5:51pm,Support Staff (Admin),09/11/2019 3:00pm,"2 Bedrooms, 2 x Bathroom, deep cleaning, 1 x inside the fridge, 1 x inside the oven",9751,1888,,,,complete
ch_1F6fXw2Iw89207WNpAawy1aN,08/13/2019,9:00am,Seattle,WA,98121,downtown seattle,119.00,0.00,107.10,Every three weeks 10% off,,0.00,11.90,0.00,0.00,06/26/2019 11:28am,Support Staff (Admin),09/06/2019 12:00pm,"1 Bedroom, 1 x Bathroom",9835,1455,,,,complete
ch_1F6fY12Iw89207WNVQ9vFscU,08/13/2019,9:00am,Seattle,WA,98103,NW Maids,199.00,0.00,169.15,Every two weeks 15% off -Most Popular-,,0.00,29.85,0.00,0.00,07/22/2019 9:07am,Support Staff (Admin),08/28/2019 9:00am,"3 Bedrooms, 3 x Bathroom",10147,2129,,,,complete
ch_1F6fYE2Iw89207WNf9BZ00o5,08/13/2019,9:00am,Seattle,WA,98122,NW Maids,119.00,60.00,179.00,One Time Cleaning,,0.00,0.00,0.00,0.00,08/06/2019 6:57am,Emily Martin (Customer),09/09/2019 9:00am,"1 Bedroom, 1 x Bathroom, deep cleaning",10335,1518,,,,complete
ch_1F6JeG2Iw89207WN22lTAMQj,08/13/2019,9:00am,Edmonds,WA,98020,North,100.00,0.00,50.00,One Time Cleaning,ONLINE25,25.00,0.00,0.00,0.00,08/08/2019 1:13pm,Ilya Ornatov (Admin),,Hourly (1 Maid x 2.00 Hours),10359,2178,,,,complete
ch_1F6fY82Iw89207WNF5wSUCbb,08/13/2019,12:00pm,Redmond,WA,98052,east side,139.00,0.00,125.10,Monthly 10% off,,0.00,13.90,0.00,0.00,07/07/2019 10:53pm,Hedy Gibson (Customer),08/27/2019 9:00am,Two Bedroom Apt:  $139 Flat rate,9965,128,,,,complete
ch_1F6g1m2Iw89207WND6BKnzGp,08/13/2019,12:00pm,Seattle,WA,98133,NW Maids,159.00,60.00,197.10,Every three weeks 10% off,,0.00,21.90,0.00,0.00,07/20/2019 10:51pm,Support Staff (Admin),09/03/2019 12:00pm,"2 Bedrooms, 2 x Bathroom, deep cleaning",10134,719,,,,complete
ch_1F6fYV2Iw89207WNg76HT3hp,08/13/2019,12:00pm,Seattle,WA,98118,South,209.00,0.00,167.20,Weekly Cleaning 20% off,,0.00,41.80,0.00,0.00,07/23/2019 11:52am,Support Staff (Admin),08/20/2019 12:00pm,"4 Bedrooms, 2 x Bathroom",10161,872,,,,complete
ch_1F6fYk2Iw89207WNn5xrNbRo,08/13/2019,12:00pm,Bellevue,WA,98007,east side,139.00,0.00,118.15,Every two weeks 15% off -Most Popular-,,0.00,20.85,0.00,0.00,07/30/2019 12:19pm,Support Staff (Admin),08/27/2019 12:00pm,"2 Bedrooms, 1 x Bathroom",10272,1282,,,,complete
,08/13/2019,1:00pm,Seattle,WA,98117,NW Maids,289.00,0.00,0.00,One Time Cleaning,,0.00,0.00,0.00,0.00,08/13/2019 9:32am,Support Staff (Admin),10/10/2019 12:00pm,"5 Bedrooms, 4 x Bathroom",10431,1613,,,,complete
ch_1F6fYq2Iw89207WN4FzzRyeY,08/13/2019,3:00pm,Seattle,WA,98199,NW Maids,199.00,0.00,169.15,Every two weeks 15% off -Most Popular-,,0.00,29.85,0.00,0.00,06/26/2019 11:48am,Support Staff (Admin),08/24/2019 9:00am,"3 Bedrooms, 3 x Bathroom",9871,1686,,,,complete
ch_1F6fYy2Iw89207WNIQK91VGk,08/13/2019,3:00pm,Seattle,WA,98103,NW Maids,119.00,120.00,219.00,One Time Cleaning,YELP20,20.00,0.00,0.00,0.00,07/24/2019 11:35pm,Benjamin Stiemsma (Customer),11/19/2019 3:00pm,"1 Bedroom, 1 x Bathroom, deep cleaning, inside windows",10227,2141,,,,complete
,08/13/2019,3:00pm,Seattl,WA,98107,NW Maids,50.00,0.00,0.00,One Time Cleaning,,0.00,0.00,0.00,0.00,08/12/2019 4:56pm,Ilya Ornatov (Admin),,Hourly (1 Maid x 1.00 Hour),10427,2170,,,,complete
ch_1F72dq2Iw89207WNILgHDY9J,08/14/2019,9:00am,Seattle,WA,98119,NW Maids,119.00,0.00,107.10,Monthly 10% off,,0.00,11.90,0.00,0.00,06/14/2019 5:31pm,Support Staff (Admin),09/11/2019 9:00am,"1 Bedroom, 1 x Bathroom",9697,1662,,,,complete
ch_1F72ds2Iw89207WNsTscN2L8,08/14/2019,9:00am,Mercer Island,WA,98040,east side,179.00,0.00,152.15,Every two weeks 15% off -Most Popular-,,0.00,26.85,0.00,0.00,07/18/2019 11:40am,Support Staff (Admin),08/28/2019 9:00am,"3 Bedrooms, 2 x Bathroom",10080,1681,,,,complete
ch_1F6fYb2Iw89207WN8iH2ezx9,08/14/2019,9:00am,Seattle,WA,98115,North,159.00,0.00,135.15,Every two weeks 15% off -Most Popular-,,0.00,23.85,0.00,0.00,07/23/2019 11:53am,Support Staff (Admin),08/27/2019 12:00pm,"2 Bedrooms, 2 x Bathroom",10162,1869,,,,complete
ch_1F72dt2Iw89207WNOg1AQeeJ,08/14/2019,9:00am,Seattle,WA,98122,NW Maids,159.00,0.00,134.00,Monthly 10% off,ONLINE25,25.00,0.00,0.00,0.00,08/04/2019 8:05pm,Daemon Das (Customer),,"2 Bedrooms, 2 x Bathroom",10317,2166,,,,complete
ch_1F72dv2Iw89207WNq9IfMmI6,08/14/2019,9:00am,Seattle,WA,98103,NW Maids,179.00,0.00,204.00,One Time Cleaning,,0.00,0.00,0.00,0.00,08/12/2019 8:06am,Tatyana Levin (Customer),,"3 Bedrooms, 2 x Bathroom",10371,1346,,,,complete
ch_1F72ew2Iw89207WNL3Wl5ayA,08/14/2019,12:00pm,Seattle,WA,98125,North,179.00,0.00,161.10,Monthly 10% off,,0.00,17.90,0.00,0.00,07/18/2019 12:20am,,09/11/2019 12:00pm,"3 Bedrooms, 2 x Bathroom",10068,261,,,,complete
ch_1FA34S2Iw89207WN9jXfDHBp,08/14/2019,12:00pm,Seattle,WA,98125,NW Maids,199.00,0.00,169.15,Every two weeks 15% off -Most Popular-,,0.00,29.85,0.00,0.00,07/29/2019 12:03pm,Support Staff (Admin),08/28/2019 12:00pm,"3 Bedrooms, 3 x Bathroom",10263,149,,,,complete
ch_1F72e12Iw89207WNcIkSZ1YW,08/14/2019,12:00pm,Seattle,WA,98119,downtown seattle,159.00,0.00,125.15,Every two weeks 15% off -Most Popular-,,0.00,23.85,0.00,0.00,08/01/2019 12:19am,,08/28/2019 12:00pm,"2 Bedrooms, 2 x Bathroom",10279,740,,,,complete
ch_1F73T82Iw89207WNw7A76ROr,08/14/2019,12:00pm,Seattle,WA,98103,NW Maids,119.00,80.00,184.00,One Time Cleaning,1465-F341-F5FA,0.00,0.00,0.00,15.00,08/12/2019 7:19pm,Hailey Kuykendall (Customer),08/31/2019 12:00pm,"1 Bedroom, 1 x Bathroom, deep cleaning, 1 x inside the fridge",10429,2012,,,,complete
ch_1F72e42Iw89207WNbns2cX5E,08/14/2019,3:00pm,Seattle,WA,98109,NW Maids,159.00,0.00,135.15,Every two weeks 15% off -Most Popular-,,0.00,23.85,0.00,0.00,08/01/2019 12:19am,,08/28/2019 3:00pm,"2 Bedrooms, 2 x Bathroom",10280,1794,,,,complete
ch_1F7lw72Iw89207WNSMDV1o5l,08/14/2019,3:00pm,Seattle,WA,98115,NW Maids,50.00,0.00,30.00,One Time Cleaning,,0.00,0.00,0.00,0.00,08/13/2019 5:13pm,Ilya Ornatov (Admin),,Hourly (1 Maid x 1.00 Hour),10437,2185,,,,complete
ch_1F7P1s2Iw89207WNCPG6vpPX,08/15/2019,9:00am,Shoreline,WA,98133,NW Maids,179.00,0.00,161.10,Monthly 10% off,,0.00,17.90,0.00,0.00,06/26/2019 11:22am,Support Staff (Admin),09/12/2019 9:00am,"3 Bedrooms, 2 x Bathroom",9825,391,,,,complete
ch_1F7P1t2Iw89207WNdkbrKdA3,08/15/2019,9:00am,SEATTLE,WA,98107,North,199.00,0.00,169.15,Every two weeks 15% off -Most Popular-,,0.00,29.85,0.00,0.00,06/26/2019 11:39am,Support Staff (Admin),09/10/2019 9:00am,"3 Bedrooms, 3 x Bathroom",9855,1708,,,,complete
ch_1F7P1v2Iw89207WNDfi0RNLL,08/15/2019,9:00am,Seattle,WA,98104,downtown seattle,139.00,0.00,118.15,Every two weeks 15% off -Most Popular-,,0.00,20.85,0.00,0.00,08/02/2019 12:28am,,08/29/2019 9:00am,"2 Bedrooms, 1 x Bathroom",10288,658,,,,complete
ch_1F7P1w2Iw89207WNFB7vuQPO,08/15/2019,9:00am,SEATTLE,WA,98108,South,199.00,80.00,319.00,One Time Cleaning,,0.00,0.00,0.00,0.00,08/12/2019 9:47am,Nicholas Sayers (Customer),09/19/2019 12:00pm,"3 Bedrooms, 3 x Bathroom, 1 x inside the fridge, inside windows",10382,62,,,,complete
ch_1F7P1y2Iw89207WNHfnXeBsw,08/15/2019,9:00am,Seattle,WA,98136,South,229.00,150.00,379.00,One Time Cleaning,,0.00,0.00,0.00,0.00,08/12/2019 12:26pm,Michael Mitchell (Customer),,"4 Bedrooms, 3 x Bathroom, move-in/out (deep cleaning + fridge + oven + windows + cabinets)",10385,2182,,,,complete
ch_1F7P1z2Iw89207WN4YVvz3iI,08/15/2019,12:00pm,Seattle,WA,98122,downtown seattle,119.00,0.00,101.15,Every two weeks 15% off -Most Popular-,,0.00,17.85,0.00,0.00,07/15/2019 12:59pm,Support Staff (Admin),08/29/2019 12:00pm,"1 Bedroom, 1 x Bathroom",10021,2105,,,,complete
ch_1F7P202Iw89207WNziZFlSCc,08/15/2019,12:00pm,Seattle,WA,98133,NW Maids,159.00,0.00,143.10,Monthly 10% off,,0.00,15.90,0.00,0.00,07/17/2019 12:26am,,10/11/2019 3:00pm,"2 Bedrooms, 2 x Bathroom",10061,1663,,,,complete
ch_1F7P212Iw89207WNv4N6ymmE,08/15/2019,12:00pm,Seattle,WA,98177,NW Maids,179.00,0.00,157.15,Every two weeks 15% off -Most Popular-,,0.00,26.85,0.00,0.00,08/02/2019 12:28am,,08/29/2019 12:00pm,"3 Bedrooms, 2 x Bathroom",10289,851,,,,complete
ch_1F7P242Iw89207WNU6MTbzfy,08/15/2019,12:00pm,Mountlake Terrace,WA,98043,North,139.00,0.00,118.15,Every two weeks 15% off -Most Popular-,,0.00,20.85,0.00,0.00,08/02/2019 12:28am,,08/29/2019 12:00pm,"2 Bedrooms, 1 x Bathroom",10290,1851,,,,complete
ch_1F7P252Iw89207WN6M8zB0E5,08/15/2019,12:00pm,Renton,WA,98059,NW Maids,199.00,0.00,159.10,Monthly 10% off,,0.00,19.90,0.00,0.00,08/09/2019 2:08pm,Angelina Gibson (Customer),09/12/2019 12:00pm,"3 Bedrooms, 3 x Bathroom",10363,1212,,,,complete
ch_1F7P262Iw89207WNDo8xxAXE,08/15/2019,3:00pm,Seattle,WA,98106,South,119.00,0.00,89.00,One Time Cleaning,emily30,30.00,0.00,0.00,0.00,08/13/2019 10:24am,Support Staff (Admin),09/19/2019 12:00pm,"1 Bedroom, 1 x Bathroom",10433,2184,,,,complete
ch_1F7P282Iw89207WN9wfgrMDx,08/15/2019,3:00pm,Bellevue,WA,98008,east side,119.00,60.00,154.00,Monthly 10% off,25CC,25.00,0.00,0.00,0.00,08/13/2019 2:03pm,Ligia Ospina (Customer),09/11/2019 12:00pm,"1 Bedroom, 1 x Bathroom, deep cleaning",10436,2186,,,,complete
ch_1F7lPw2Iw89207WNFts0CZ1K,08/16/2019,9:00am,Bothell,WA,98021,east side,119.00,0.00,101.15,Every two weeks 15% off -Most Popular-,,0.00,17.85,0.00,0.00,06/26/2019 11:46am,Support Staff (Admin),08/30/2019 9:00am,"1 Bedroom, 1 x Bathroom",9867,553,,,,complete
ch_1F8VMh2Iw89207WNXBaKV8AZ,08/16/2019,9:00am,seattle,WA,98103,NW Maids,139.00,0.00,143.15,Every two weeks 15% off -Most Popular-,,0.00,20.85,0.00,0.00,08/03/2019 12:22am,,08/27/2019 12:00pm,"2 Bedrooms, 1 x Bathroom",10306,103,,,,complete
ch_1F7lPy2Iw89207WNtpGdXFOf,08/16/2019,9:00am,Seattle,WA,98109,downtown seattle,119.00,0.00,95.20,Weekly Cleaning 20% off,,0.00,23.80,0.00,0.00,08/10/2019 12:24am,,08/23/2019 9:00am,"1 Bedroom, 1 x Bathroom",10364,1818,,,,complete
ch_1F7lQ02Iw89207WNEF4BtTeE,08/16/2019,9:00am,Bellevue,WA,98008,east side,229.00,80.00,309.00,One Time Cleaning,,0.00,0.00,0.00,0.00,08/12/2019 9:57am,Benibo Ajumogobia (Customer),09/14/2019 3:00pm,"4 Bedrooms, 3 x Bathroom, deep cleaning, 1 x inside the fridge",10383,2021,,,,complete
ch_1F7lQ12Iw89207WN0saLFTQn,08/16/2019,9:00am,Seattle,WA,98103,NW Maids,179.00,150.00,304.00,One Time Cleaning,custom25,25.00,0.00,0.00,0.00,08/12/2019 10:13am,Shu Shen (Customer),,"3 Bedrooms, 2 x Bathroom, move-in/out (deep cleaning + fridge + oven + windows + cabinets)",10384,2181,,,,complete
ch_1F7lQ22Iw89207WN2g7Nsysy,08/16/2019,9:00am,Seattle,WA,98102,NW Maids,119.00,60.00,154.00,One Time Cleaning,25CC,25.00,0.00,0.00,0.00,08/14/2019 8:45am,Tessa Judd (Customer),,"1 Bedroom, 1 x Bathroom, deep cleaning",10440,2187,,,,complete
ch_1F8UQg2Iw89207WNc8OlqNeK,08/16/2019,12:00pm,Seattle,WA,98118,South,159.00,0.00,173.10,Every three weeks 10% off,,0.00,15.90,0.00,0.00,07/16/2019 9:42am,Support Staff (Admin),09/09/2019 12:00pm,"2 Bedrooms, 2 x Bathroom",10036,1863,,,,complete
ch_1F7lQ42Iw89207WNG9G6fwyp,08/16/2019,12:00pm,SEATTLE,WA,98112,NW Maids,199.00,0.00,169.15,Every two weeks 15% off -Most Popular-,,0.00,29.85,0.00,0.00,07/16/2019 9:48am,Support Staff (Admin),08/30/2019 12:00pm,"3 Bedrooms, 3 x Bathroom",10039,822,,,,complete
ch_1F7lQ62Iw89207WNwdfzWoor,08/16/2019,12:00pm,Seattle,WA,98133,North,119.00,0.00,121.15,Every two weeks 15% off -Most Popular-,,0.00,17.85,0.00,0.00,07/16/2019 9:50am,Support Staff (Admin),09/03/2019 9:00am,"1 Bedroom, 1 x Bathroom",10040,1922,,,,complete
ch_1F7lQ72Iw89207WNEulJibWK,08/16/2019,12:00pm,Seattle,WA,98144,South,179.00,0.00,152.15,Every two weeks 15% off -Most Popular-,,0.00,26.85,0.00,0.00,07/18/2019 11:37am,Support Staff (Admin),08/28/2019 9:00am,"3 Bedrooms, 2 x Bathroom",10077,1756,,,,complete
